Symbol	Gene	Chr	Band	Transcripts	Variants	Unique variants	Last updated	Associated with diseases
HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial)	1	p13-p12	2	45	39	N/A	605911
HNF1A	HNF1 homeobox A	12	q24.31	1	7	6	18-08-2014	NIDDM
HNF1B	HNF1 homeobox B	17	q12	1	4	3	26-11-2013	NIDDM
HNF4A	"hepatocyte nuclear factor 4, alpha"	20	q13.12	1	6	5	26-11-2013	NIDDM
HNRNPU-AS1	HNRNPU antisense RNA 1	1	q44	1	3	2	17-04-2014	-
HRAS	Harvey rat sarcoma viral oncogene homolog	11	p15.5	1	10	9	18-08-2014	-
HRSP12	heat-responsive protein 12	8	q22	1	0	0	N/A	-
HSCB	HscB mitochondrial iron-sulfur cluster co-chaperone	22	q12.1	5	0	0	N/A	-
HSD17B10	hydroxysteroid (17-beta) dehydrogenase 10	X	p11.2	2	13	13	N/A	300438
HSD17B4	hydroxysteroid (17-beta) dehydrogenase 4	5	q2	3	0	0	N/A	-
HSD17B8	hydroxysteroid (17-beta) dehydrogenase 8	6	p21.3	1	0	0	N/A	-
HSD3B1	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"	1	p12	1	0	0	N/A	-
HSD3B2	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"	1	p12	2	0	0	N/A	-
HSDL1	hydroxysteroid dehydrogenase like 1	16	q24	2	0	0	N/A	-
HSDL2	hydroxysteroid dehydrogenase like 2	9	q32	3	0	0	N/A	-
HSPA9	heat shock 70kDa protein 9 (mortalin)	5	q31.1	1	0	0	N/A	-
HSPB7	"heat shock 27kDa protein family, member 7 (cardiovascular)"	1	p36.23-p34.3	7	0	0	N/A	-
HSPD1	heat shock 60kDa protein 1 (chaperonin)	2	q33.1	2	2	1	N/A	HLD4
HSPE1	heat shock 10kDa protein 1	2	q33.1	1	0	0	N/A	-
HTATIP2	HIV-1 Tat interactive protein 2	11	p15.1	5	0	0	N/A	-
HTRA2	HtrA serine peptidase 2	2	p13.1	2	0	0	N/A	-
HTT	huntingtin	4	p16.3	1	0	0	N/A	-
IARS2	"isoleucyl-tRNA synthetase 2, mitochondrial"	1	q41	1	2	2	N/A	-
IBA57	"IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae)"	1	q42.13	1	26	25	17-04-2014	MMDS3
ICT1	immature colon carcinoma transcript 1	17	q25	2	0	0	N/A	-
IDE	insulin-degrading enzyme	10	q23-q25	2	0	0	N/A	-
IDH1	"isocitrate dehydrogenase 1 (NADP+), soluble"	2	q34	5	0	0	N/A	-
IDH2	"isocitrate dehydrogenase 2 (NADP+), mitochondrial"	15	q26.1	3	7	5	N/A	613657
IDH3A	isocitrate dehydrogenase 3 (NAD+) alpha	15	q25.1-q25.2	6	0	0	N/A	-
IDH3B	isocitrate dehydrogenase 3 (NAD+) beta	20	p13	3	0	0	N/A	-
IDH3G	isocitrate dehydrogenase 3 (NAD+) gamma	X	q28	2	0	0	N/A	-
IDI1	isopentenyl-diphosphate delta isomerase 1	10	p15.3	1	0	0	N/A	-
IFI27	interferon alpha inducible protein 27	14	q32.12	6	0	0	N/A	-
IGF2BP2	insulin-like growth factor 2 mRNA binding protein 2	3	q27.2	1	2	1	15-09-2014	NIDDM
IL4I1	interleukin 4 induced 1	19	q13.3-q13.4	1	2	1	26-11-2013	-
ILDR1	immunoglobulin-like domain containing receptor 1	3	q21.1	1	0	0	10-12-2013	-
IMMP1L	inner mitochondrial membrane peptidase subunit 1	11	p13	11	0	0	N/A	-
IMMP2L	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	7	q31	7	0	0	N/A	-
IMMT	"inner membrane protein, mitochondrial"	2	p11.2	12	0	0	N/A	-
IMPDH1	IMP (inosine 5'-monophosphate) dehydrogenase 1	7	q31.3-q32	1	2	2	10-12-2013	-
INS	insulin	11	p15.5	1	1	1	18-04-2014	-
INS-IGF2	INS-IGF2 readthrough	11	p15.5	1	1	1	18-04-2014	-
INSR	insulin receptor	19	p13.3-p13.2	1	5	3	26-11-2013	NIDDM
IQCE	IQ motif containing E	7	p22.3	7	0	0	N/A	-
IREB2	iron-responsive element binding protein 2	15	q25.1	1	0	0	N/A	-
IRS1	insulin receptor substrate 1	2	q36	1	8	7	26-11-2013	NIDDM
ISCA1	iron-sulfur cluster assembly 1	9	q21.33	1	1	1	25-06-2018	617613
ISCA2	iron-sulfur cluster assembly 2	14	q24.3	1	4	3	25-06-2018	616370
ISCU	iron-sulfur cluster assembly enzyme	12	q24.1	4	3	2	N/A	HML
ISOC2	isochorismatase domain containing 2	19	q13.42	4	0	0	N/A	-
ITPR1	"inositol 1,4,5-trisphosphate receptor, type 1"	3	p26.1	3	0	0	N/A	-
IVD	isovaleryl-CoA dehydrogenase	15	q14-q15	2	0	0	N/A	-
JMJD1C	jumonji domain containing 1C	10	q21.3	1	130	130	25-06-2018	-
JMJD1C-AS1	JMJD1C antisense RNA 1	10	q21.3	1	6	6	25-06-2018	-
KARS	lysyl-tRNA synthetase	16	q23.1	2	0	0	N/A	-
KCNC3	"potassium voltage-gated channel, Shaw-related subfamily, member 3"	19	q13.33	1	0	0	N/A	-
KCND2	potassium voltage-gated channel subfamily D member 2	7	q31.31	1	26	26	25-06-2018	-
KCNE1	"potassium voltage-gated channel, Isk-related family, member 1"	21	q22.1-q22.2	1	0	0	10-12-2013	-
KCNH2	potassium voltage-gated channel subfamily H member 2	7	q36.1	1	1	1	17-06-2019	-
KCNJ10	"potassium inwardly-rectifying channel, subfamily J, member 10"	1	q23.2	1	0	0	10-12-2013	-
KCNJ11	"potassium inwardly-rectifying channel, subfamily J, member 11"	11	p15.1	2	7	6	N/A	NIDDM
KCNJ13	"potassium inwardly-rectifying channel, subfamily J, member 13"	2	q37	1	3	3	10-12-2013	-
KCNJ15	"potassium inwardly-rectifying channel, subfamily J, member 15"	21	q22.2	1	1	1	15-08-2014	-
KCNQ1	"potassium voltage-gated channel, KQT-like subfamily, member 1"	11	p15.5	1	3	3	10-12-2013	-
KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1 (non-protein coding)	11	p15.5	1	1	1	15-08-2014	-
KCNQ2	"potassium voltage-gated channel, KQT-like subfamily, member 2"	20	q13.33	2	6	6	18-04-2014	-
KCNQ4	"potassium voltage-gated channel, KQT-like subfamily, member 4"	1	p34	1	0	0	10-12-2013	-
KCNT1	"potassium channel, subfamily T, member 1"	9	q34.3	1	3	3	18-04-2014	-
KIAA0100	KIAA0100	17	q11.2	4	0	0	N/A	-
KIAA0141	KIAA0141	5	q31	9	0	0	N/A	-
KIAA0196	KIAA0196	8	q24.13	1	0	0	N/A	-
KIAA0226	KIAA0226	3	q29	2	0	0	N/A	-
KIAA0391	KIAA0391	14	q13.2	9	0	0	N/A	-
KIF1B	kinesin family member 1B	1	p36.22	4	0	0	N/A	-
KIF5A	kinesin family member 5A	12	q13.13	2	0	0	N/A	-
KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	1	q42-q44	3	0	0	N/A	-
KRAS	Kirsten rat sarcoma viral oncogene homolog	12	p12.1	1	3	3	15-09-2014	-
KRT5	keratin 5	12	q13.13	2	0	0	N/A	-
KSS	Kearns-Sayre syndrome	M	M	0	0	0	0000-00-00	-
KYNU	kynureninase	2	q22.2	4	0	0	N/A	-
L2HGDH	L-2-hydroxyglutarate dehydrogenase	14	q22.1	4	4	4	N/A	-
LACE1	lactation elevated 1	6	q22.1	3	0	0	N/A	-
LACTB	"lactamase, beta"	15	q22.1	2	0	0	N/A	-
LACTB2	"lactamase, beta 2"	8	q13.3	1	0	0	N/A	-
LAMA4	"laminin, alpha 4"	6	q21	1	2	2	18-04-2014	-
LAMB1	laminin subunit beta 1	7	q31.1	1	1	1	25-06-2018	-
LAMC1	laminin subunit gamma 1	1	q31	1	0	0	N/A	-
LAP3	leucine aminopeptidase 3	4	p15.33	1	0	0	N/A	-
LARS	leucyl-tRNA synthetase	5	q32	1	0	0	N/A	-
LARS2	"leucyl-tRNA synthetase 2, mitochondrial"	3	p21.3	2	15	12	N/A	PRLTS4
LARS2-AS1	LARS2 antisense RNA 1	3	p21.31	1	7	5	18-08-2014	-
LCA5	Leber congenital amaurosis 5	6	q14	1	3	3	10-12-2013	-
LDB3	LIM domain binding 3	10	q22.3-q23.2	1	8	8	18-04-2014	-
LDHA	lactate dehydrogenase A	11	p15.1	6	0	0	N/A	-
LDHAL6B	lactate dehydrogenase A-like 6B	15	q21.3	1	0	0	N/A	-
LDHB	lactate dehydrogenase B	12	p12.2-p12.1	2	0	0	N/A	-
LDHD	lactate dehydrogenase D	16	q22.3	2	0	0	N/A	-
LDLR	low density lipoprotein receptor	19	p13.2	1	2	2	18-04-2014	-
LEPR	leptin receptor	1	p31	1	7	4	26-11-2013	601665
LETM1	leucine zipper-EF-hand containing transmembrane protein 1	4	p16.3	1	0	0	N/A	-
LETM2	leucine zipper and EF-hand containing transmembrane protein 2	8	p11.23	12	0	0	N/A	-
LETMD1	LETM1 domain containing 1	12	q13.13	6	0	0	N/A	-
LHFPL5	lipoma HMGIC fusion partner-like 5	6	p21.31	1	0	0	10-12-2013	-
LHON	Leber optic neuropathy	M	M	0	0	0	0000-00-00	-
LIAS	lipoic acid synthetase	4	p14	5	50	49	N/A	PDHLD
LIMM	lethal infantile mitochondrial myopathy	M	M	0	0	0	0000-00-00	-
LINC00469	long intergenic non-protein coding RNA 469	17	q25.1	1	1	1	18-04-2014	-
LIPC	"lipase, hepatic"	15	q21-q23	1	3	3	18-04-2014	NIDDM
LIPT1	lipoyltransferase 1	2	q11.2	7	0	0	N/A	LS
LMBRD1	LMBR1 domain containing 1	6	q13	1	0	0	N/A	-
LMNA	lamin A/C	1	q22	1	58	58	18-04-2014	-
LONP1	"lon peptidase 1, mitochondrial"	19	p13.2	4	0	0	N/A	-
LONP2	"lon peptidase 2, peroxisomal"	16	q12.1	3	0	0	N/A	-
LOXHD1	lipoxygenase homology domains 1	18	q21.1	1	0	0	10-12-2013	-
LRPPRC	leucine-rich pentatricopeptide repeat containing	2	p21	1	169	168	N/A	LSFC
LRRK2	leucine-rich repeat kinase 2	12	q12	1	0	0	N/A	-
LUZP2	leucine zipper protein 2	11	p14.3	1	1	1	18-08-2014	-
LYPLA1	lysophospholipase I	8	q11.23	7	0	0	N/A	-
LYPLAL1	lysophospholipase like 1	1	q41	10	0	0	N/A	-
LYRM1	LYR motif containing 1	16	p12.2	7	0	0	N/A	-
LYRM2	LYR motif containing 2	6	q15	4	0	0	N/A	-
LYRM4	LYR motif containing 4	6	p25.1	6	2	2	N/A	615595
LYRM5	LYR motif containing 5	12	p12.1	1	0	0	N/A	-
LYRM7	LYR motif containing 7	5	q31.1	1	5	5	N/A	615838
LYRM9	LYR motif containing 9	17	q11.2	3	0	0	N/A	-
MACROD1	MACRO domain containing 1	11	q13.1	8	0	0	N/A	-
MALSU1	mitochondrial assembly of ribosomal large subunit 1	7	p15.3	1	0	0	N/A	-
MAOA	monoamine oxidase A	X	p11.4-p11.3	2	0	0	N/A	-
MAOB	monoamine oxidase B	X	p11.4-p11.3	1	0	0	N/A	-
MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	11	p11.2	1	2	1	26-11-2013	NIDDM
MAPT	microtubule-associated protein tau	17	q21	19	0	0	N/A	-
Mar-05	membrane associated ring-CH-type finger 5	10	q23.32-q23.33	2	0	0	N/A	-
MARS	methionyl-tRNA synthetase	12	q13	1	0	0	N/A	-
MARS2	"methionyl-tRNA synthetase 2, mitochondrial"	2	q33.1	1	2	2	N/A	616430
MAT2B	"methionine adenosyltransferase II, beta"	5	q34-q35	2	0	0	N/A	-
MATN4	matrilin 4	20	q13.12	1	2	2	25-06-2018	-
MC4R	melanocortin 4 receptor	18	q22	1	68	47	26-11-2013	601665
MCAT	malonyl CoA:ACP acyltransferase (mitochondrial)	22	q13.2	2	0	0	N/A	-
MCCC1	methylcrotonoyl-CoA carboxylase 1 (alpha)	3	q27.1	3	0	0	N/A	-
MCCC2	methylcrotonoyl-CoA carboxylase 2 (beta)	5	q12-q13	3	0	0	N/A	-
MCEE	methylmalonyl CoA epimerase	2	p13.3	1	0	0	N/A	-
MCRIP2	MAPK regulated co-repressor interacting protein 2	16	p13.3	0	0	0	N/A	-
MDH1	"malate dehydrogenase 1, NAD (soluble)"	2	p23	3	0	0	N/A	-
MDH1B	malate dehydrogenase 1B	2	q33.3	1	1	1	26-06-2018	-
MDH2	"malate dehydrogenase 2, NAD (mitochondrial)"	7	q11.23	3	0	0	N/A	-
ME1	"malic enzyme 1, NADP(+)-dependent, cytosolic"	6	q12	1	0	0	N/A	-
ME2	"malic enzyme 2, NAD(+)-dependent, mitochondrial"	18	q21	2	0	0	N/A	-
ME3	"malic enzyme 3, NADP(+)-dependent, mitochondrial"	11	q14.2	3	0	0	N/A	-
MECP2	methyl CpG binding protein 2 (Rett syndrome)	X	q28	5	0	0	N/A	-
MECR	mitochondrial trans-2-enoyl-CoA reductase	1	p35.3	8	0	0	N/A	-
MED12	mediator complex subunit 12	X	q13	1	2	2	17-04-2014	-
MELAS	"mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes"	M	M	0	0	0	0000-00-00	-
METTL15	methyltransferase like 15	11	p14.1	12	0	0	N/A	-
METTL5	methyltransferase like 5	2	q31.1	4	0	0	N/A	-
METTL8	methyltransferase like 8	2	q31.1	10	0	0	N/A	-
MFF	mitochondrial fission factor	2	q36	24	5	5	N/A	617086
MFN1	mitofusin 1	3	q26.32	1	0	0	N/A	-
MFN2	mitofusin 2	1	p36.22	2	40	35	N/A	"CMT2A2, HSMN6, MSL"
MFSD8	major facilitator superfamily domain containing 8	4	q28.2	9	0	0	N/A	-
MGARP	mitochondria localized glutamic acid rich protein	4	q31.1	1	0	0	N/A	-
MGAT2	"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"	14	q21	3	0	0	N/A	-
MGME1	mitochondrial genome maintenance exonuclease 1	20	p11.23	1	6	4	N/A	MTDPS11
MGST1	microsomal glutathione S-transferase 1	12	p12.3-p12.1	14	0	0	N/A	-
MGST3	microsomal glutathione S-transferase 3	1	q23	2	0	0	N/A	-
MIEF1	mitochondrial elongation factor 1	22	q13.1	0	0	0	N/A	-
MIPEP	mitochondrial intermediate peptidase	13	q12	1	9	9	N/A	617228
MITF	microphthalmia-associated transcription factor	3	p14.1-p12.3	1	0	0	10-12-2013	-
MLH1	mutL homolog 1	3	p22.3	12	0	0	N/A	-
MLYCD	malonyl-CoA decarboxylase	16	q24	2	0	0	N/A	-
MMAA	methylmalonic aciduria (cobalamin deficiency) cblA type	4	q31.1	1	0	0	N/A	-
MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type	12	q24	2	0	0	N/A	-
MMACHC	"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria"	1	p34.1	1	0	0	N/A	-
MMADHC	"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria"	2	q23	1	0	0	N/A	-
MOBP	myelin-associated oligodendrocyte basic protein	3	p21.33	10	0	0	N/A	-
MOCS1	molybdenum cofactor synthesis 1	6	p21.2	3	0	0	N/A	-
MOCS2	molybdenum cofactor synthesis 2	5	q11	2	0	0	N/A	-
MOGS	mannosyl-oligosaccharide glucosidase	2	p13.1	2	0	0	N/A	-
MPC1	mitochondrial pyruvate carrier 1	6	q27	3	5	3	N/A	MPYCD
MPC1L	mitochondrial pyruvate carrier 1-like	X	p11.4	2	0	0	N/A	-
MPDU1	mannose-P-dolichol utilization defect 1	17	p13.1-p12	2	0	0	N/A	-
MPI	mannose phosphate isomerase	15	q24.1	4	0	0	N/A	-
MPST	mercaptopyruvate sulfurtransferase	22	q13.1	3	0	0	N/A	-
MPV17	MpV17 mitochondrial inner membrane protein	2	p23.3	1	64	46	N/A	MTDPS6
MPV17L	MPV17 mitochondrial inner membrane protein like	16	p13.11	3	0	0	N/A	-
MRAP2	melanocortin 2 receptor accessory protein 2	6	q14.3	1	1	1	18-08-2014	601665
MRM1	mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae)	17	q12	3	0	0	N/A	-
MRP63	mitochondrial ribosomal protein 63	13	q12.11	1	0	0	N/A	-
MRPL1	mitochondrial ribosomal protein L1	4	q21.1	1	0	0	N/A	-
MRPL10	mitochondrial ribosomal protein L10	17	q21.3	3	0	0	N/A	-
MRPL11	mitochondrial ribosomal protein L11	11	q13.2	3	0	0	N/A	-
MRPL12	mitochondrial ribosomal protein L12	17	q25	1	0	0	N/A	-
MRPL13	mitochondrial ribosomal protein L13	8	q22.1-q22.3	1	0	0	N/A	-
MRPL14	mitochondrial ribosomal protein L14	6	p21.3	1	0	0	N/A	-
MRPL15	mitochondrial ribosomal protein L15	8	q11.2-q13	1	0	0	N/A	-
MRPL16	mitochondrial ribosomal protein L16	11	q12.1	1	0	0	N/A	-
MRPL17	mitochondrial ribosomal protein L17	11	p15.5-p15.4	1	0	0	N/A	-
MRPL18	mitochondrial ribosomal protein L18	6	q25.3	1	0	0	N/A	-
MRPL19	mitochondrial ribosomal protein L19	2	p11.1-q11.2	1	0	0	N/A	-
MRPL2	mitochondrial ribosomal protein L2	6	p21.3	4	0	0	N/A	-
MRPL20	mitochondrial ribosomal protein L20	1	p36.3-p36.2	1	0	0	N/A	-
MRPL21	mitochondrial ribosomal protein L21	11	q13.3	4	0	0	N/A	-
MRPL22	mitochondrial ribosomal protein L22	5	q33.2	2	0	0	N/A	-
MRPL23	mitochondrial ribosomal protein L23	11	p15.5	2	0	0	N/A	-
MRPL24	mitochondrial ribosomal protein L24	1	q23.1	2	0	0	N/A	-
MRPL27	mitochondrial ribosomal protein L27	17	q21.3-q22	1	0	0	N/A	-
MRPL28	mitochondrial ribosomal protein L28	16	p13.12	5	0	0	N/A	-
MRPL3	mitochondrial ribosomal protein L3	3	q21-q23	1	3	2	N/A	COXPD9
MRPL30	mitochondrial ribosomal protein L30	2	q11.2	2	0	0	N/A	-
MRPL32	mitochondrial ribosomal protein L32	7	p14	2	0	0	N/A	-
MRPL33	mitochondrial ribosomal protein L33	2	p21	2	0	0	N/A	-
MRPL34	mitochondrial ribosomal protein L34	19	p13.1	2	0	0	N/A	-
MRPL35	mitochondrial ribosomal protein L35	2	p11.2	3	0	0	N/A	-
MRPL36	mitochondrial ribosomal protein L36	5	p15.3	1	0	0	N/A	-
MRPL37	mitochondrial ribosomal protein L37	1	p32.1	3	0	0	N/A	-
MRPL38	mitochondrial ribosomal protein L38	17	q23-q25	1	0	0	N/A	-
MRPL39	mitochondrial ribosomal protein L39	21	q11.2-q21	2	0	0	N/A	-
MRPL4	mitochondrial ribosomal protein L4	19	p13.2	3	0	0	N/A	-
MRPL40	mitochondrial ribosomal protein L40	22	q11.2	3	0	0	N/A	-
MRPL41	mitochondrial ribosomal protein L41	9	q34.3	1	0	0	N/A	-
MRPL42	mitochondrial ribosomal protein L42	12	q22	5	0	0	N/A	-
MRPL43	mitochondrial ribosomal protein L43	10	q24.31	4	0	0	N/A	-
MRPL44	mitochondrial ribosomal protein L44	2	p24.3-p24.1	1	4	3	N/A	COXPD16
MRPL45	mitochondrial ribosomal protein L45	17	q21.2	1	0	0	N/A	-
MRPL46	mitochondrial ribosomal protein L46	15	q25.3	1	0	0	N/A	-
MRPL47	mitochondrial ribosomal protein L47	3	q26.33	2	0	0	N/A	-
MRPL48	mitochondrial ribosomal protein L48	11	q13.4	1	0	0	N/A	-
MRPL49	mitochondrial ribosomal protein L49	11	q13.1	3	0	0	N/A	-
MRPL50	mitochondrial ribosomal protein L50	9	q31.1	2	0	0	N/A	-
MRPL51	mitochondrial ribosomal protein L51	12	p13.3-p13.1	1	0	0	N/A	-
MRPL52	mitochondrial ribosomal protein L52	14	q11.2	10	0	0	N/A	-
MRPL53	mitochondrial ribosomal protein L53	2	p13.1	1	0	0	N/A	-
MRPL54	mitochondrial ribosomal protein L54	19	p13.3	1	0	0	N/A	-
MRPL55	mitochondrial ribosomal protein L55	1	q42.13	19	0	0	N/A	-
MRPL9	mitochondrial ribosomal protein L9	1	q21	2	0	0	N/A	-
MRPS10	mitochondrial ribosomal protein S10	6	p21.1	1	0	0	N/A	-
MRPS11	mitochondrial ribosomal protein S11	15	q25	2	0	0	N/A	-
MRPS12	mitochondrial ribosomal protein S12	19	q13.1-q13.2	3	0	0	N/A	-
MRPS14	mitochondrial ribosomal protein S14	1	q25.1	2	1	1	N/A	618378
MRPS15	mitochondrial ribosomal protein S15	1	p34.3	1	0	0	N/A	-
MRPS16	mitochondrial ribosomal protein S16	10	q22.1	1	52	51	N/A	COXPD2
MRPS17	mitochondrial ribosomal protein S17	7	p11-q11.21	1	0	0	N/A	-
MRPS18A	mitochondrial ribosomal protein S18A	6	p21.3	2	0	0	N/A	-
MRPS18B	mitochondrial ribosomal protein S18B	6	p21	2	0	0	N/A	-
MRPS18C	mitochondrial ribosomal protein S18C	4	q21.21-q21.23	2	0	0	N/A	-
MRPS2	mitochondrial ribosomal protein S2	9	q34	5	3	3	N/A	617950
MRPS21	mitochondrial ribosomal protein S21	1	q21	2	0	0	N/A	-
MRPS22	mitochondrial ribosomal protein S22	3	q23	1	18	16	N/A	COXPD5
MRPS23	mitochondrial ribosomal protein S23	17	q22-q23	1	0	0	N/A	-
MRPS24	mitochondrial ribosomal protein S24	7	p14	1	0	0	N/A	-
MRPS25	mitochondrial ribosomal protein S25	3	p25	4	0	0	N/A	-
MRPS26	mitochondrial ribosomal protein S26	20	p13	1	0	0	N/A	-
MRPS27	mitochondrial ribosomal protein S27	5	q13.2	1	0	0	N/A	-
MRPS28	mitochondrial ribosomal protein S28	8	q21.1-q21.2	5	0	0	N/A	-
MRPS30	mitochondrial ribosomal protein S30	5	q11	1	0	0	N/A	-
MRPS31	mitochondrial ribosomal protein S31	13	q14.11	1	0	0	N/A	-
MRPS33	mitochondrial ribosomal protein S33	7	q34	2	0	0	N/A	-
MRPS34	mitochondrial ribosomal protein S34	16	p13.3	3	4	4	N/A	617664
MRPS35	mitochondrial ribosomal protein S35	12	p11	2	0	0	N/A	-
MRPS36	mitochondrial ribosomal protein S36	5	q13.2	1	0	0	N/A	-
MRPS5	mitochondrial ribosomal protein S5	2	p11.2-q11.2	1	0	0	N/A	-
MRPS6	mitochondrial ribosomal protein S6	21	q22.11	1	0	0	N/A	-
MRPS7	mitochondrial ribosomal protein S7	17	q25.1	1	1	1	N/A	617872
MRPS9	mitochondrial ribosomal protein S9	2	q12.1	1	0	0	N/A	-
MRRF	mitochondrial ribosome recycling factor	9	q32-q34.1	3	0	0	N/A	-
MSRA	methionine sulfoxide reductase A	8	p23.1	4	0	0	N/A	-
MSRB2	methionine sulfoxide reductase B2	10	p12	1	0	0	N/A	-
MSRB3	methionine sulfoxide reductase B3	12	q14.3	4	0	0	N/A	-
MSTO1	"misato 1, mitochondrial distribution and morphology regulator"	1	q22	1	8	8	25-06-2018	617675
MT-ATP6	mitochondrially encoded ATP synthase 6	M	M	2	66	66	03-07-2018	"500003, 500006, 500010, 500015, LHON, MLASA3, MTATP6, NARP SYNDROME"
MT-ATP8	mitochondrially encoded ATP synthase 8	M	M	1	12	12	0000-00-00	500006
MT-CO1	mitochondrially encoded cytochrome c oxidase I	M	M	1	82	82	0000-00-00	"220110, 550500, 580000"
MT-CO2	mitochondrially encoded cytochrome c oxidase II	M	M	1	36	36	0000-00-00	220110
MT-CO3	mitochondrially encoded cytochrome c oxidase III	M	M	1	54	54	0000-00-00	"220110, LHON"
MT-CYB	mitochondrially encoded cytochrome b	M	M	1	90	90	0000-00-00	"500000, 601665, LHON, MTCYB"
MT-ND1	mitochondrially encoded NADH dehydrogenase 1	M	M	1	87	87	0000-00-00	"252010, 500008, LDYT, LHON, MELAS SYNDROME"
MT-ND2	mitochondrially encoded NADH dehydrogenase 2	M	M	1	49	49	0000-00-00	"252010, LHON"
MT-ND3	mitochondrially encoded NADH dehydrogenase 3	M	M	1	24	24	0000-00-00	"252010, 500014, LDYT"
MT-ND4	mitochondrially encoded NADH dehydrogenase 4	M	M	1	73	73	0000-00-00	"252010, LDYT, LHON, MELAS SYNDROME"
MT-ND4L	mitochondrially encoded NADH dehydrogenase 4L	M	M	1	22	22	0000-00-00	LHON
MT-ND5	mitochondrially encoded NADH dehydrogenase 5	M	M	1	135	135	0000-00-00	"LHON, MELAS SYNDROME, MERRF"
MT-ND6	mitochondrially encoded NADH dehydrogenase 6	M	M	1	43	43	0000-00-00	"553000, LDYT, LHON, MELAS SYNDROME"
MT-RNR1	mitochondrially encoded 12S RNA	M	M	1	108	108	0000-00-00	"500008, 580000"
MT-RNR2	mitochondrially encoded 16S RNA	M	M	1	104	104	0000-00-00	515000
MT-TA	mitochondrially encoded tRNA alanine	M	M	1	6	6	0000-00-00	"CPEO,CPEO Plus"
MT-TC	mitochondrially encoded tRNA cysteine	M	M	1	10	10	0000-00-00	MELAS SYNDROME
MT-TD	mitochondrially encoded tRNA aspartic acid	M	M	1	8	8	22-01-2015	-
MT-TE	mitochondrially encoded tRNA glutamic acid	M	M	1	12	12	0000-00-00	"500002, MIDD, MMIT"
MT-TF	mitochondrially encoded tRNA phenylalanine	M	M	1	18	18	16-11-2013	"MELAS SYNDROME, MERRF"
MT-TG	mitochondrially encoded tRNA glycine	M	M	1	10	10	15-03-2015	-
MT-TH	mitochondrially encoded tRNA histidine	M	M	1	9	9	0000-00-00	"500008, MELAS SYNDROME, MERRF"
MT-TI	mitochondrially encoded tRNA isoleucine	M	M	1	22	22	0000-00-00	"500005, 500008"
MT-TK	mitochondrially encoded tRNA lysine	M	M	1	23	23	0000-00-00	"556500, MELAS SYNDROME, MERRF, MIDD, MTDPS1"
MT-TL1	mitochondrially encoded tRNA leucine 1 (UUA/G)	M	M	1	34	34	0000-00-00	"220110, CVS, KSS, MELAS SYNDROME, MERRF, MIDD"
MT-TL2	mitochondrially encoded tRNA leucine 2 (CUN)	M	M	1	14	14	0000-00-00	"CPEO,CPEO Plus"
MT-TM	mitochondrially encoded tRNA methionine	M	M	1	8	8	0000-00-00	"CPEO,CPEO Plus"
MT-TN	mitochondrially encoded tRNA asparagine	M	M	1	7	7	0000-00-00	"220110, 252010"
MT-TP	mitochondrially encoded tRNA proline	M	M	1	9	9	22-01-2015	-
MT-TQ	mitochondrially encoded tRNA glutamine	M	M	1	16	16	0000-00-00	MELAS SYNDROME
MT-TR	mitochondrially encoded tRNA arginine	M	M	1	7	7	0000-00-00	-
MT-TS1	mitochondrially encoded tRNA serine 1 (UCN)	M	M	1	23	23	0000-00-00	"500008, MELAS SYNDROME, MERRF"
MT-TS2	mitochondrially encoded tRNA serine 2 (AGU/C)	M	M	1	11	11	0000-00-00	"500004, MELAS SYNDROME, MERRF"
MT-TT	mitochondrially encoded tRNA threonine	M	M	1	21	21	0000-00-00	-
MT-TV	mitochondrially encoded tRNA valine	M	M	1	12	12	0000-00-00	-
MT-TW	mitochondrially encoded tRNA tryptophan	M	M	1	16	16	0000-00-00	"CPEO,CPEO Plus"
MT-TY	mitochondrially encoded tRNA tyrosine	M	M	1	5	5	0000-00-00	-
MT7SDNA	mitochondrially encoded 7S DNA	M	M	0	0	0	0000-00-00	-
MTATT	mitochondrially encoded membrane attachment site	M	M	0	0	0	0000-00-00	-
MTCH1	mitochondrial carrier 1	6	p21.2	5	0	0	N/A	-
MTCH2	mitochondrial carrier 2	11	p11.2	1	1	1	N/A	-
MTCP1	mature T-cell proliferation 1	X	q28	1	0	0	N/A	-
MTCSB1	mitochondrially encoded conserved sequence block I	M	M	0	0	0	0000-00-00	-
